11613351185463606626;48552033185463606626
41122404416929218666;76835151416929218666
40276613434582900202;55506167434582900202
75133088004456702686;31746130004456702686
58244115444387586028;30773563444387586028
67145414255710586426;53768164255710586426
82420068715028826400;26168662715028826400
57545877567405990080;44280810567405990080
62167157793716390604;62140450793716390604
82163205836004088882;31743021836004088882
23247620014405584244;76688450014405584244
76826525364757914660;68742744364757914660
05405125508475072688;57651414508475072688
53516126328900490488;25064511328900490488
62488474551368748424;42652300551368748424
17203407916656390240;50036100916656390240
48717318004593192686;68057537004593192686
14058328314449356244;75835121314449356244
08821616359666586260;48301762359666586260
28614464308856832004;74085653308856832004
68581715886854982040;00510687886854982040
68206835946348226024;78358415946348226024
61736348072415198480;78582101072415198480
50738066721541306482;45183038721541306482
85382541894199152028;78866142894199152028
13465784773359508062;35281578773359508062
27052542949384300286;16468458949384300286
31534340301673242008;68284480301673242008
14673081886431638882;54825770886431638882
40218206403199360262;87630232403199360262
82006145284246576460;08020240284246576460
66462303982902868622;36316587982902868622
14342165070681452642;27161818070681452642
62401253530124394200;67511750530124394200
27456156826969408808;03563276826969408808
61018306303886532004;36150021303886532004
74887427226047052224;76088736226047052224
50530674958649834420;77313341958649834420
83121851754461746428;88746825754461746428
22835670999153358602;66857077999153358602
71644215289712060628;14467433289712060628
31422146228873370646;17256585228873370646
37673201393544416288;77845616393544416288
12513767760523544826;46020751760523544826
71181683285110632200;18342874285110632200
08287748078230960062;35052470078230960062
63163707034948224202;12271545034948224202
85131636756304228008;84465412756304228008
15710861231513832208;23130356231513832208
26667747791385798024;00452182791385798024
06012147809221016260;45533250809221016260
52035820293644646446;22313826293644646446
72676473732964180622;15148781732964180622
86510835573922340062;02544527573922340062
03412715298663100604;76413125298663100604
61212010620103862484;05725176620103862484
84473144342964838864;76341377342964838864
23163875945281010284;14220528945281010284
00327382611698884082;72472388611698884082
31744115631429408208;27263217631429408208
67564070652496066680;76777872652496066680
10415320724549038060;82308451724549038060
37557456939260470202;13051205939260470202
26776705938213782888;25584537938213782888
37013136019459094244;67363687019459094244
13710806627223670806;56233515627223670806
82787066682349990880;20676821682349990880
15203883060689970084;33202028060689970084
14232207908922910262;68322566908922910262
84407257113208652404;46365686113208652404
86377412411870474408;36204245411870474408
61804516411445328666;51183762411445328666
37850003419233758660;87786264419233758660
11736336051686346840;43072220051686346840
14521405753151120688;58363811753151120688
55212014112321048248;76163350112321048248
08210857485855394468;41580456485855394468
54870057140031276600;48208148140031276600
24226588320822988800;52008218320822988800
86246477546642644282;30004671546642644282
68353413562503756822;38804856562503756822
60386633404672634428;66333422404672634428
23478527952255634422;00042438952255634422
68724211511289192666;84461434511289192666
46588550160305318242;32217735160305318242
34765348864450668828;50110182864450668828
28564601827590244648;01103227827590244648
77288757381653256208;46554062381653256208
60233607951460882840;64735665951460882840
67744284126883622482;53327180126883622482
72636141816020592082;65250424816020592082
84250302884617380460;86426512884617380460
18566377072979418480;21246048072979418480
05243420475544470226;51875431475544470226
21363247559312408428;85128085559312408428
88812852918313958662;87378275918313958662
21868887901071250266;58572338901071250266
51546472366267664666;81165152366267664666
44681840991243454440;42548731991243454440
62072440415160182826;56406512415160182826
56160437424044712802;56108174424044712802
18387464370770584642;13064116370770584642
